-- Logs begin at Mon 2022-12-12 19:29:47 UTC, end at Wed 2022-12-14 10:41:50 UTC. --
Dec 14 10:01:47 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Dec 14 10:01:48 ubuntu dstat.sh[83142]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Dec 14 10:01:48 ubuntu dstat.sh[83142]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Dec 14 10:31:26 ubuntu dstat.sh[83142]: 14-12 10:31:26| 17   3  79   1   0|6263M 1096M   56M  538M| 236k  213k|   0   700k|   0   111 |3930  6462 |1.16 1.42 1.38|  0   0   0|   0     0 |   0     0 | 25  427    0  204    9
Dec 14 10:31:27 ubuntu dstat.sh[83142]: 14-12 10:31:27| 26   3  69   1   0|6263M 1095M   56M  538M| 449k  441k|  32k  984k|2.01   162 |4725  8718 |1.07 1.40 1.38|1.0   0   0|   0     0 |   0     0 | 25  428    0  206    9
Dec 14 10:31:28 ubuntu dstat.sh[83142]: 14-12 10:31:28| 27   3  67   1   1|6263M 1094M   56M  539M| 614k  608k|   0   617k|   0  88.6 |4885  9273 |1.07 1.40 1.38|2.0   0 2.0|   0     0 |   0     0 | 25  428    0  218    9
Dec 14 10:31:29 ubuntu dstat.sh[83142]: 14-12 10:31:29| 24   8  64   3   0|6276M 1058M   56M  561M|  33M   33M|6935k   16M|82.0   166 |4242  7285 |1.07 1.40 1.38|3.0   0 2.0|   0     0 |   0     0 | 25  427    0  229    9
Dec 14 10:31:30 ubuntu dstat.sh[83142]: 14-12 10:31:30| 23   6  68   2   0|6266M 1068M   56M  562M|  83k   77k| 812k  392k|24.0  39.0 |2571  3911 |1.07 1.40 1.38|1.0   0 6.0|   0     0 |   0     0 | 25  427    0  228    9
Dec 14 10:31:31 ubuntu dstat.sh[83142]: 14-12 10:31:31| 23   4  71   0   0|6264M 1069M   56M  562M|  65k   59k|   0   108k|   0  17.0 |2415  3741 |1.07 1.40 1.38|1.0   0 4.0|   0     0 |   0     0 | 25  428    0  228    9
Dec 14 10:31:32 ubuntu dstat.sh[83142]: 14-12 10:31:32| 17   6  77   0   0|6276M 1056M   56M  563M| 105k   86k|  32k  396k|2.00  53.0 |3482  5179 |1.06 1.39 1.37|2.0   0  10|   0     0 |   0     0 | 25  428    0  224    9
Dec 14 10:31:33 ubuntu dstat.sh[83142]: 14-12 10:31:33| 14   3  84   0   0|6277M 1056M   56M  563M|  64k   50k|   0  4095B|   0  1.00 |2815  4049 |1.06 1.39 1.37|1.0   0 4.0|   0     0 |   0     0 | 25  427    0  224    9
Dec 14 10:31:34 ubuntu dstat.sh[83142]: 14-12 10:31:34| 15   5  80   1   0|6271M 1061M   56M  563M|  66k   61k| 128k  372k|11.0  42.0 |3150  4981 |1.06 1.39 1.37|1.0   0 9.0|   0     0 |   0     0 | 25  428    0  220    9
Dec 14 10:31:35 ubuntu dstat.sh[83142]: 14-12 10:31:35|  9   5  81   1   0|6278M 1054M   56M  563M|1165k   74k|  28k 8180B|54.9  2.00 |3960  5497 |1.06 1.39 1.37|1.0   0  43|   0     0 |   0     0 | 25  428    0  220    9
Dec 14 10:31:36 ubuntu dstat.sh[83142]: 14-12 10:31:36| 17   6  74   1   0|6288M 1045M   56M  563M| 203k  180k|  88k  316k|6.01  30.0 |3874  6889 |1.06 1.39 1.37|1.0   0 4.0|   0     0 |   0     0 | 25  428    0  220    9
Dec 14 10:31:37 ubuntu dstat.sh[83142]: 14-12 10:31:37| 31   8  59   3   0|6278M 1053M   56M  563M|  80k   72k| 297k 2077k|74.2   474 |5443  8835 |1.22 1.42 1.38|4.0   0 5.0|   0     0 |   0     0 | 25  428    0  221    9
Dec 14 10:31:38 ubuntu dstat.sh[83142]: 14-12 10:31:38| 25   5  68   0   0|6279M 1053M   56M  563M|  47k   40k|   0   180k|   0  24.0 |2334  3430 |1.22 1.42 1.38|1.0   0 6.0|   0     0 |   0     0 | 25  428    0  218    9
Dec 14 10:31:39 ubuntu dstat.sh[83142]: 14-12 10:31:39| 26   7  65   0   0|6286M 1045M   56M  563M|1152k   62k|1054k   32k|50.9  2.99 |2889  3785 |1.22 1.42 1.38|4.0   0  13|   0     0 |   0     0 | 25  428    0  219    9
Dec 14 10:31:40 ubuntu dstat.sh[83142]: 14-12 10:31:40| 25   9  60   6   0|6312M 1018M   57M  563M|1549k   18M|1064k 1041M|53.0   283 |8953  7031 |1.22 1.42 1.38|2.0 1.0  19|   0     0 |   0     0 | 25  428    0  217    9
Dec 14 10:31:41 ubuntu dstat.sh[83142]: 14-12 10:31:41| 28   8  61   1   0|6304M 1027M   56M  564M|2448k  136k|2384k  219k| 117  28.9 |4678  6037 |1.22 1.42 1.38|1.0   0  39|   0     0 |   0     0 | 25  428    0  217    9
Dec 14 10:31:42 ubuntu dstat.sh[83142]: 14-12 10:31:42| 18   7  75   1   0|6270M 1061M   56M  564M|  87k   72k|  12k  350k|           |3713  5948 |1.12 1.39 1.37|  0   0  25|   0     0 |   0     0 | 25  428    0  217    9
Dec 14 10:31:43 ubuntu dstat.sh[83142]: 14-12 10:31:43| 12   2  82   3   0|6270M 1077M   57M  548M| 174k  164k|   0  9069k|   0   737 |3692  5063 |1.12 1.39 1.37|1.0   0   0|   0     0 |   0     0 | 25  428    0  217    9
Dec 14 10:31:44 ubuntu dstat.sh[83142]: 14-12 10:31:44| 17   3  76   2   0|6270M 1077M   57M  549M| 351k  338k|   0  1353k|   0   213 |4574  7702 |1.12 1.39 1.37|  0   0   0|   0     0 |   0     0 | 25  427    0  196    9
Dec 14 10:31:45 ubuntu dstat.sh[83142]: 14-12 10:31:45| 19   4  77   1   0|6267M 1079M   57M  549M| 352k  343k|   0   881k|   0   136 |3782  6388 |1.12 1.39 1.37|  0   0   0|   0     0 |   0     0 | 25  427    0  198    9
Dec 14 10:31:46 ubuntu dstat.sh[83142]: 14-12 10:31:46| 17   3  77   2   1|6267M 1079M   57M  549M| 392k  386k|   0   777k|   0   120 |3609  6155 |1.12 1.39 1.37|1.0   0   0|   0     0 |   0     0 | 25  427    0  172    9
Dec 14 10:31:47 ubuntu dstat.sh[83142]: 14-12 10:31:47| 11   2  85   0   0|6267M 1079M   57M  549M| 147k  137k|   0   256k|   0  39.9 |2717  4419 |1.03 1.37 1.37|2.0   0   0|   0     0 |   0     0 | 25  428    0  172    9
Dec 14 10:31:48 ubuntu dstat.sh[83142]: 14-12 10:31:48| 11   2  83   1   0|6267M 1079M   57M  549M| 183k  169k|   0  1778k|   0   128 |3324  5620 |1.03 1.37 1.37|  0   0 2.0|   0     0 |   0     0 | 25  427    0  168    9
Dec 14 10:31:49 ubuntu dstat.sh[83142]: 14-12 10:31:49| 22   6  72   1   0|6266M 1079M   57M  549M| 236k  210k|   0   711k|   0   114 |4330  9752 |1.03 1.37 1.37|  0   0  34|   0     0 |   0     0 | 25  427    0  169    9
Dec 14 10:31:50 ubuntu dstat.sh[83142]: 14-12 10:31:50| 13   2  83   1   0|6266M 1079M   57M  549M| 220k  200k|   0   682k|   0   116 |3405  5660 |1.03 1.37 1.37|1.0   0   0|   0     0 |   0     0 | 25  427    0  164    9
Dec 14 10:31:51 ubuntu dstat.sh[83142]: 14-12 10:31:51| 10   2  85   1   0|6266M 1079M   57M  549M| 175k  162k|4096B  372k|1.00  53.0 |2926  4732 |1.03 1.37 1.37|  0   0   0|   0     0 |   0     0 | 25  428    0  164    9
Dec 14 10:31:52 ubuntu dstat.sh[83142]: 14-12 10:31:52| 20   3  76   2   0|6266M 1078M   57M  549M| 307k  288k| 104k  768k|6.00   125 |4008  7363 |1.03 1.36 1.36|2.0   0   0|   0     0 |   0     0 | 25  429    0  166    9
Dec 14 10:31:53 ubuntu dstat.sh[83142]: 14-12 10:31:53| 30   4  62   2   0|6266M 1078M   57M  550M| 503k  493k|4095B 1900k|1.00   285 |5266  9409 |1.03 1.36 1.36|2.0   0   0|   0     0 |   0     0 | 25  428    0  172    9
Dec 14 10:31:54 ubuntu dstat.sh[83142]: 14-12 10:31:54| 19   3  75   1   0|6266M 1078M   58M  550M| 401k  390k|   0  1251k|   0   218 |4807  8163 |1.03 1.36 1.36|  0   0   0|   0     0 |   0     0 | 25  427    0  171    9
Dec 14 10:31:55 ubuntu dstat.sh[83142]: 14-12 10:31:55| 11   2  85   2   0|6266M 1078M   58M  550M| 203k  195k| 136k  272k|4.00  36.0 |2800  4318 |1.03 1.36 1.36|1.0   0   0|   0     0 |   0     0 | 25  427    0  172    9
Dec 14 10:31:56 ubuntu dstat.sh[83142]: 14-12 10:31:56| 17   2  79   1   0|6266M 1078M   58M  550M| 218k  205k|   0   852k|   0   145 |3968  7092 |1.03 1.36 1.36|3.0   0   0|   0     0 |   0     0 | 25  428    0  173    9
Dec 14 10:31:57 ubuntu dstat.sh[83142]: 14-12 10:31:57| 28   4  65   1   0|6266M 1077M   58M  550M| 552k  547k|   0  1104k|   0   170 |5108  9408 |1.03 1.36 1.36|1.0   0   0|   0     0 |   0     0 | 25  428    0  169    9
Dec 14 10:31:58 ubuntu dstat.sh[83142]: 14-12 10:31:58| 31   5  61   3   0|6266M 1077M   58M  551M| 513k  504k| 215k 1962k|14.0   278 |5575  9461 |1.03 1.36 1.36|1.0   0 2.0|   0     0 |   0     0 | 25  429    0  170    9
Dec 14 10:31:59 ubuntu dstat.sh[83142]: 14-12 10:31:59| 29   4  64   2   0|6266M 1076M   58M  551M| 491k  475k|  48k 1406k|3.99   213 |5728    10k|1.03 1.36 1.36|2.0   0   0|   0     0 |   0     0 | 25  429    0  167    9
Dec 14 10:32:00 ubuntu dstat.sh[83142]: 14-12 10:32:00| 33   4  61   1   0|6267M 1075M   58M  552M| 514k  500k|   0  1539k|   0   235 |5190  8922 |1.03 1.36 1.36|2.0   0   0|   0     0 |   0     0 | 25  429    0  170    9
Dec 14 10:32:01 ubuntu dstat.sh[83142]: 14-12 10:32:01| 18   2  78   1   0|6267M 1074M   58M  552M| 321k  311k|   0   999k|   0   170 |3740  6520 |1.03 1.36 1.36|1.0   0   0|   0     0 |   0     0 | 25  427    0  170    9
Dec 14 10:32:02 ubuntu dstat.sh[83142]: 14-12 10:32:02| 21   3  75   1   0|6268M 1073M   58M  552M| 395k  388k|  68k  304k|2.00  40.0 |3041  4932 |1.02 1.35 1.36|1.0   0   0|   0     0 |   0     0 | 25  430    0  174    8
Dec 14 10:32:03 ubuntu dstat.sh[83142]: 14-12 10:32:03| 33   4  58   4   0|6269M 1072M   59M  553M| 662k  654k| 300k 1973k|19.0   301 |5822    10k|1.02 1.35 1.36|4.0   0   0|   0     0 |   0     0 | 25  431    0  172    8
Dec 14 10:32:04 ubuntu dstat.sh[83142]: 14-12 10:32:04| 43   8  48   2   0|6275M 1065M   59M  553M| 686k  679k| 272k 1901k|7.00   208 |5115  8490 |1.02 1.35 1.36|3.0   0  15|   0     0 |   0     0 | 25  431    0  173    8
Dec 14 10:32:05 ubuntu dstat.sh[83142]: 14-12 10:32:05| 32   2  63   1   0|6275M 1064M   59M  554M| 614k  605k|  12k 1170k|3.01   120 |4293  6617 |1.02 1.35 1.36|2.0 1.0   0|   0     0 |   0     0 | 25  432    0  169    8
Dec 14 10:32:06 ubuntu dstat.sh[83142]: 14-12 10:32:06| 38   6  51   5   0|6280M 1055M   59M  557M| 678k  670k|2815k 1076k| 115   106 |4557  7158 |1.02 1.35 1.36|1.0   0 6.0|   0     0 |   0     0 | 25  432    0  169    8
Dec 14 10:32:07 ubuntu dstat.sh[83142]: 14-12 10:32:07| 35   7  54   2   0|6275M 1059M   59M  558M| 152k  145k| 847k 1171k|48.9   142 |3661  5709 |1.10 1.36 1.36|4.0 1.0  24|   0     0 |   0     0 | 25  431    0  168    8
Dec 14 10:32:08 ubuntu dstat.sh[83142]: 14-12 10:32:08| 26   8  54  10   0|6293M 1023M   59M  576M| 293k  287k|  18M  872k| 268  78.0 |5585  8803 |1.10 1.36 1.36|1.0   0  15|   0     0 |   0     0 | 26  430    0  168    8
Dec 14 10:32:09 ubuntu dstat.sh[83142]: 14-12 10:32:09| 31  10  53   2   0|6300M 1016M   59M  576M| 414k  408k|1960k  775k|97.9  80.9 |6622    10k|1.10 1.36 1.36|2.0 1.0   0|   0     0 |   0     0 | 26  430    0  164    8
Dec 14 10:32:10 ubuntu dstat.sh[83142]: 14-12 10:32:10| 45   6  41   6   1|6333M  982M   60M  577M| 577k  559k|  17M 1085k| 615   147 |8837    15k|1.10 1.36 1.36|2.0   0 7.0|   0     0 |   0     0 | 26  432    0  164    8
Dec 14 10:32:11 ubuntu dstat.sh[83142]: 14-12 10:32:11| 35   3  59   0   0|6381M  934M   60M  577M| 110k   85k|   0   523k|   0  40.9 |3405  4134 |1.10 1.36 1.36|2.0   0   0|   0     0 |   0     0 | 26  432    0  163    8
Dec 14 10:32:12 ubuntu dstat.sh[83142]: 14-12 10:32:12| 36   5  60   0   0|6389M  926M   60M  577M| 168k  161k|   0   915k|   0  85.9 |3908  9129 |1.09 1.36 1.36|1.0   0 4.0|   0     0 |   0     0 | 26  430    0  168    8
Dec 14 10:32:13 ubuntu dstat.sh[83142]: 14-12 10:32:13| 31   4  63   1   0|6409M  905M   60M  578M|  54k   48k|   0   703k|   0  69.3 |3307  5459 |1.09 1.36 1.36|1.0   0 8.0|   0     0 |   0     0 | 26  431    0  159    8
Dec 14 10:32:14 ubuntu dstat.sh[83142]: 14-12 10:32:14| 32   5  57   2   0|6417M  896M   60M  578M|1171k   83k| 124k   10M|52.9   697 |5547  8607 |1.09 1.36 1.36|4.0   0  43|   0     0 |   0     0 | 26  432    0  159    8
Dec 14 10:32:15 ubuntu dstat.sh[83142]: 14-12 10:32:15| 38   3  56   0   0|6419M  894M   60M  578M| 216k  201k| 148k  635k|11.0  74.9 |4188  7945 |1.09 1.36 1.36|2.0   0 5.0|   0     0 |   0     0 | 26  431    0  155    7
Dec 14 10:32:16 ubuntu dstat.sh[83142]: 14-12 10:32:16| 38   3  47  11   0|6420M  892M   62M  578M| 271k  263k|2015k  626k| 184  86.3 |4371  7220 |1.09 1.36 1.36|1.0 1.0   0|   0     0 |   0     0 | 26  431    0  156    7
Dec 14 10:32:17 ubuntu dstat.sh[83142]: 14-12 10:32:17| 34   4  46  15   0|6418M  890M   65M  579M| 135k  126k|3330k  319k| 247  28.9 |5440  6142 |1.33 1.40 1.38|3.0 1.0 1.0|   0     0 |   0     0 | 26  431    0  153    7
Dec 14 10:32:18 ubuntu dstat.sh[83142]: 14-12 10:32:18| 41   5  49   6   0|6417M  889M   66M  580M| 275k  269k|1637k  524k| 103  57.0 |4287  7136 |1.33 1.40 1.38|1.0   0  13|   0     0 |   0     0 | 26  427    0  155    7
Dec 14 10:32:19 ubuntu dstat.sh[83142]: 14-12 10:32:19| 42   4  53   0   0|6429M  876M   66M  580M| 418k  399k| 311k  487k|22.9  50.9 |5911  6463 |1.33 1.40 1.38|3.0   0   0|   0     0 |   0     0 | 26  427    0  152    7
Dec 14 10:32:20 ubuntu dstat.sh[83142]: 14-12 10:32:20| 29   1  66   0   0|6425M  880M   66M  580M|  55k   43k|   0   224k|   0  23.0 |4337  4790 |1.33 1.40 1.38|4.0   0   0|   0     0 |   0     0 | 26  427    0  152    7
Dec 14 10:32:21 ubuntu dstat.sh[83142]: 14-12 10:32:21| 43   4  49   1   0|6424M  881M   66M  581M| 120k  104k| 779k  761k|41.8  40.8 |7438  7890 |1.33 1.40 1.38|4.0   0  29|   0     0 |   0     0 | 26  431    0  149    7
Dec 14 10:32:22 ubuntu dstat.sh[83142]: 14-12 10:32:22| 35   3  59   2   1|6426M  878M   66M  581M| 137k  126k| 434k 6518k|26.1   125 |4507  6819 |1.38 1.41 1.38|1.0   0 9.0|   0     0 |   0     0 | 26  426    0  150    9
Dec 14 10:32:23 ubuntu dstat.sh[83142]: 14-12 10:32:23| 46   7  44   2   0|6286M 1018M   66M  581M| 637k  629k| 470k 5325k|15.1   182 |5456  9304 |1.38 1.41 1.38|1.0   0  48|   0     0 |   0     0 | 25  426    0  144    9
Dec 14 10:32:24 ubuntu dstat.sh[83142]: 14-12 10:32:24| 25   3  68   3   0|6285M 1018M   66M  582M| 562k  553k|  52k 2021k|9.97   284 |5092  8494 |1.38 1.41 1.38|  0   0   0|   0     0 |   0     0 | 25  426    0  144    9
Dec 14 10:32:25 ubuntu dstat.sh[83142]: 14-12 10:32:25| 14   2  82   1   0|6285M 1018M   66M  582M| 226k  213k| 124k  969k|4.01   112 |3525  5599 |1.38 1.41 1.38|  0   0   0|   0     0 |   0     0 | 25  427    0   99    9
Dec 14 10:32:26 ubuntu dstat.sh[83142]: 14-12 10:32:26| 17   2  79   1   0|6285M 1018M   66M  582M| 218k  197k|   0   905k|   0  99.1 |3255  5179 |1.38 1.41 1.38|5.0   0   0|   0     0 |   0     0 | 25  428    0  100    9
Dec 14 10:32:27 ubuntu dstat.sh[83142]: 14-12 10:32:27| 32   3  62   1   0|6279M 1023M   67M  583M| 562k  545k|   0  1259k|   0   184 |4508  7438 |1.35 1.40 1.38| 11   0   0|   0     0 |   0     0 | 25  428    0   98    9
Dec 14 10:32:28 ubuntu dstat.sh[83142]: 14-12 10:32:28| 29   4  63   1   0|6278M 1023M   67M  583M| 514k  501k|   0  1927k|   0   262 |5764    11k|1.35 1.40 1.38|2.0   0 2.0|   0     0 |   0     0 | 25  428    0  103    9
Dec 14 10:32:29 ubuntu dstat.sh[83142]: 14-12 10:32:29| 29   4  64   2   0|6278M 1023M   67M  583M| 535k  529k|  20k 2350k|2.01   315 |5624  9710 |1.35 1.40 1.38|2.0   0   0|   0     0 |   0     0 | 25  430    0   78    9
Dec 14 10:32:30 ubuntu dstat.sh[83142]: 14-12 10:32:30| 29   8  60   1   0|6311M  973M   67M  599M|  33M   33M|   0    17M|   0   216 |4405  8785 |1.35 1.40 1.38|3.0   0 3.0|   0     0 |   0     0 | 25  426    0   97    9
Dec 14 10:32:31 ubuntu dstat.sh[83142]: 14-12 10:32:31| 28   5  67   1   0|6280M 1004M   67M  599M|  89k   82k|   0   596k|   0  59.0 |2616  4107 |1.35 1.40 1.38|1.0   0 5.0|   0     0 |   0     0 | 25  426    0   97    9
Dec 14 10:32:32 ubuntu dstat.sh[83142]: 14-12 10:32:32| 23   6  70   0   0|6279M 1005M   67M  600M|  62k   54k|   0   419k|   0  32.9 |2352  3616 |1.48 1.43 1.39|  0   0 5.0|   0     0 |   0     0 | 25  427    0   97    9
Dec 14 10:32:33 ubuntu dstat.sh[83142]: 14-12 10:32:33| 14   4  81   1   0|6278M 1006M   67M  600M| 101k   82k|  56k  576k|5.00  57.0 |3168  4968 |1.48 1.43 1.39|  0   0 7.0|   0     0 |   0     0 | 25  427    0   97    9
Dec 14 10:32:34 ubuntu dstat.sh[83142]: 14-12 10:32:34| 11   3  83   1   0|6278M 1005M   67M  600M|  87k   75k| 128k 1272k|3.00  74.0 |3168  4921 |1.48 1.43 1.39|  0   0 4.0|   0     0 |   0     0 | 25  426    0   97    9
Dec 14 10:32:35 ubuntu dstat.sh[83142]: 14-12 10:32:35|  7   3  89   0   0|6279M 1004M   67M  600M|  42k   36k|   0   240k|   0  14.0 |2631  3710 |1.48 1.43 1.39|  0   0 8.0|   0     0 |   0     0 | 25  427    0   97    9
Dec 14 10:32:36 ubuntu dstat.sh[83142]: 14-12 10:32:36| 16   6  74   2   0|6284M  999M   67M  601M|1319k  225k|   0   624k|52.0  64.0 |5313  9764 |1.48 1.43 1.39|  0   0  42|   0     0 |   0     0 | 25  427    0   97    9
Dec 14 10:32:37 ubuntu dstat.sh[83142]: 14-12 10:32:37| 18   6  77   1   0|6313M  970M   67M  601M| 124k  100k|  32k 1319k|5.01  93.2 |3225  4895 |1.44 1.42 1.38|1.0 1.0 7.0|   0     0 |   0     0 | 25  427    0   94    9
Dec 14 10:32:38 ubuntu dstat.sh[83142]: 14-12 10:32:38| 32  10  60   2   0|6307M  975M   67M  602M|  81k   75k|  72k  834k|18.0   138 |3647  5711 |1.44 1.42 1.38|1.0   0 7.0|   0     0 |   0     0 | 25  427    0   94    9
Dec 14 10:32:39 ubuntu dstat.sh[83142]: 14-12 10:32:39| 30   6  66   1   0|6334M  948M   67M  601M|  46k   40k|   0   514k|   0  38.1 |2523  3550 |1.44 1.42 1.38|2.0   0 4.0|   0     0 |   0     0 | 25  427    0   94    9
Dec 14 10:32:40 ubuntu dstat.sh[83142]: 14-12 10:32:40| 30   7  61   1   0|6328M  954M   67M  601M|1156k   67k|1056k  480k|51.0  49.0 |3408  4202 |1.44 1.42 1.38|2.0   0  12|   0     0 |   0     0 | 25  427    0   93    9
Dec 14 10:32:41 ubuntu dstat.sh[83142]: 14-12 10:32:41| 23   8  66   3   0|6333M  947M   68M  601M|1273k 5864k|1064k 1025M|53.8   164 |5008  5046 |1.44 1.42 1.38|2.0 1.0  16|   0     0 |   0     0 | 25  428    0   93    9
Dec 14 10:32:42 ubuntu dstat.sh[83142]: 14-12 10:32:42| 27   9  58   5   0|6307M  975M   67M  601M|2787k   12M|2303k   13M| 113   183 |8632  6993 |1.57 1.45 1.39|1.0   0  41|   0     0 |   0     0 | 25  427    0   98    9
Dec 14 10:32:43 ubuntu dstat.sh[83142]: 14-12 10:32:43| 20   6  71   0   0|6293M  989M   67M  602M|  61k   48k|   0   267k|           |3091  4693 |1.57 1.45 1.39|  0   0  26|   0     0 |   0     0 | 25  427    0   99    9
Dec 14 10:32:44 ubuntu dstat.sh[83142]: 14-12 10:32:44| 14   3  78   5   0|6294M 1003M   67M  586M| 115k  101k|4109B 7416k|1.00   658 |4858  6234 |1.57 1.45 1.39|  0 1.0   0|   0     0 |   0     0 | 25  426    0   91    9
Dec 14 10:32:45 ubuntu dstat.sh[83142]: 14-12 10:32:45| 14   4  80   1   0|6285M 1012M   68M  586M| 205k  196k|   0  2554k|   0   259 |3626  5019 |1.57 1.45 1.39|  0   0   0|   0     0 |   0     0 | 25  426    0   91    9
Dec 14 10:32:46 ubuntu dstat.sh[83142]: 14-12 10:32:46| 18   3  75   1   0|6283M 1014M   68M  586M| 348k  341k|4098B  989k|1.00   140 |3661  6432 |1.57 1.45 1.39|  0   0   0|   0     0 |   0     0 | 25  427    0   91    9
Dec 14 10:32:47 ubuntu dstat.sh[83142]: 14-12 10:32:47| 12   2  84   2   0|6282M 1014M   68M  587M| 196k  190k|   0   838k|   0   125 |3128  5373 |1.44 1.43 1.38|3.0   0   0|   0     0 |   0     0 | 25  427    0   91    9
Dec 14 10:32:48 ubuntu dstat.sh[83142]: 14-12 10:32:48|  7   1  90   1   0|6282M 1014M   68M  587M|  72k   65k|   0   415k|   0  53.9 |2603  4166 |1.44 1.43 1.38|  0   0 2.0|   0     0 |   0     0 | 25  426    0   89    9
Dec 14 10:32:49 ubuntu dstat.sh[83142]: 14-12 10:32:49| 13   2  82   1   0|6282M 1014M   68M  587M| 197k  187k|   0   500k|   0  66.0 |3231  5224 |1.44 1.43 1.38|2.0   0 4.0|   0     0 |   0     0 | 25  426    0   89    9
Dec 14 10:32:50 ubuntu dstat.sh[83142]: 14-12 10:32:50| 17   5  75   1   0|6280M 1016M   68M  587M| 210k  203k|  28k  707k|3.00  78.9 |3625  7371 |1.44 1.43 1.38|1.0   0  30|   0     0 |   0     0 | 25  426    0   89    9
Dec 14 10:32:51 ubuntu dstat.sh[83142]: 14-12 10:32:51| 12   1  84   1   0|6281M 1015M   68M  587M| 180k  172k|   0   824k|   0   121 |3309  5575 |1.44 1.43 1.38|1.0   0   0|   0     0 |   0     0 | 25  427    0   89    9
Dec 14 10:32:52 ubuntu dstat.sh[83142]: 14-12 10:32:52| 14   2  82   1   0|6280M 1015M   68M  587M| 226k  207k|   0   903k|   0   136 |3591  5992 |1.41 1.42 1.38|  0   0   0|   0     0 |   0     0 | 25  427    0   89    9
Dec 14 10:32:53 ubuntu dstat.sh[83142]: 14-12 10:32:53| 13   2  82   1   1|6280M 1015M   68M  587M| 194k  185k|   0   595k|   0  75.8 |3346  5891 |1.41 1.42 1.38|1.0   0   0|   0     0 |   0     0 | 25  429    0   93    9
Dec 14 10:32:54 ubuntu dstat.sh[83142]: 14-12 10:32:54| 33   4  62   1   0|6280M 1015M   68M  588M| 456k  448k|   0  1352k|   0   168 |4721  8368 |1.41 1.42 1.38|  0 1.0   0|   0     0 |   0     0 | 25  427    0   86    9
Dec 14 10:32:55 ubuntu dstat.sh[83142]: 14-12 10:32:55| 24   4  69   2   0|6280M 1015M   68M  588M| 491k  475k|   0  1460k|   0   188 |5205  8761 |1.41 1.42 1.38|1.0   0   0|   0     0 |   0     0 | 25  427    0   88    9
Dec 14 10:32:56 ubuntu dstat.sh[83142]: 14-12 10:32:56| 14   3  83   1   0|6280M 1015M   68M  588M| 198k  191k|   0   762k|   0  95.2 |3189  5283 |1.41 1.42 1.38|1.0   0   0|   0     0 |   0     0 | 25  429    0   87    9
Dec 14 10:32:57 ubuntu dstat.sh[83142]: 14-12 10:32:57| 16   2  78   2   0|6279M 1015M   68M  589M| 285k  278k|   0  1363k|   0   169 |4102  6924 |1.29 1.39 1.37|2.0   0   0|   0     0 |   0     0 | 25  428    0   88    9
Dec 14 10:32:58 ubuntu dstat.sh[83142]: 14-12 10:32:58| 14   4  80   1   0|6279M 1014M   68M  589M| 254k  239k|  64k  837k|1.00   105 |3570  5949 |1.29 1.39 1.37|  0   0 2.0|   0     0 |   0     0 | 25  428    0   86    9
Dec 14 10:32:59 ubuntu dstat.sh[83142]: 14-12 10:32:59| 10   3  82   1   0|6279M 1014M   68M  589M| 192k  180k|   0   968k|   0   132 |3449  5679 |1.29 1.39 1.37|  0   0   0|   0     0 |   0     0 | 25  429    0   86    9
Dec 14 10:33:00 ubuntu dstat.sh[83142]: 14-12 10:33:00| 17   1  78   1   0|6279M 1014M   69M  589M| 308k  292k|4103B 1030k|1.00   117 |3586  5820 |1.29 1.39 1.37|1.0   0   0|   0     0 |   0     0 | 25  428    0   84    9
Dec 14 10:33:01 ubuntu dstat.sh[83142]: 14-12 10:33:01|  7   1  88   1   0|6279M 1014M   69M  589M|  93k   85k|   0   623k|   0  77.9 |2773  4602 |1.29 1.39 1.37|3.0   0   0|   0     0 |   0     0 | 25  429    0   84    9
Dec 14 10:33:02 ubuntu dstat.sh[83142]: 14-12 10:33:02| 17   3  76   2   0|6279M 1013M   69M  589M| 416k  406k|   0  1092k|   0   154 |4264  7034 |1.19 1.37 1.37|  0   0   0|   0     0 |   0     0 | 25  428    0   80    9
Dec 14 10:33:03 ubuntu dstat.sh[83142]: 14-12 10:33:03| 20   3  74   2   0|6279M 1013M   69M  590M| 445k  427k|   0  1160k|   0   134 |3831  6512 |1.19 1.37 1.37|  0   0   0|   0     0 |   0     0 | 25  429    0   84    9
Dec 14 10:33:04 ubuntu dstat.sh[83142]: 14-12 10:33:04| 13   3  82   2   0|6279M 1013M   69M  590M| 199k  184k|   0  1236k|   0   155 |3739  6002 |1.19 1.37 1.37|5.0   0   0|   0     0 |   0     0 | 25  429    0   78    9
Dec 14 10:33:05 ubuntu dstat.sh[83142]: 14-12 10:33:05|  9   1  86   1   0|6279M 1013M   69M  590M| 117k  101k|   0  1460k|   0   216 |3326  4996 |1.19 1.37 1.37|  0   0   0|   0     0 |   0     0 | 25  428    0   78    9
Dec 14 10:33:06 ubuntu dstat.sh[83142]: 14-12 10:33:06| 13   2  81   2   0|6279M 1012M   69M  590M| 220k  208k|   0  1328k|   0   184 |3947  6751 |1.19 1.37 1.37|1.0   0   0|   0     0 |   0     0 | 25  428    0   78    9
