-- Logs begin at Sat 2023-08-05 00:30:40 UTC, end at Sat 2023-08-05 02:02:27 UTC. --
Aug 05 01:25:59 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 05 01:25:59 ubuntu dstat.sh[106609]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Aug 05 01:25:59 ubuntu dstat.sh[106609]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Aug 05 01:42:30 ubuntu dstat.sh[106609]: 05-08 01:42:30| 45  22  30   1   0|5554M  235M  205M 1863M| 597k  586k| 147k 1111k|22.0  77.9 |9162    16k|1.34 1.44 1.31|1.0   0  44|   0     0 |   0     0 | 26  396    0   73    0
Aug 05 01:42:31 ubuntu dstat.sh[106609]: 05-08 01:42:31| 50   7  35   6   0|5583M  206M  205M 1863M| 704k  694k|  19M 2007k| 693   279 |9764    18k|1.34 1.44 1.31|2.0   0 2.0|   0     0 |   0     0 | 26  397    0   74    0
Aug 05 01:42:32 ubuntu dstat.sh[106609]: 05-08 01:42:32| 33   3  62   1   0|5650M  138M  205M 1863M| 135k  125k|   0  1602k|   0   143 |3703  5611 |1.34 1.44 1.31|6.0   0   0|   0     0 |   0     0 | 26  397    0   75    0
Aug 05 01:42:33 ubuntu dstat.sh[106609]: 05-08 01:42:33| 63   8  26   3   0|5686M  120M  205M 1847M| 722k  713k|  48k   15M|3.01  1431 |7660  9954 |2.35 1.65 1.38|2.0   0 5.0|   0     0 |   0     0 | 26  398    0   75    0
Aug 05 01:42:34 ubuntu dstat.sh[106609]: 05-08 01:42:34| 47  12  39   0   0|5755M  155M  201M 1751M|  66k   47k|   0  3652k|   0   238 |3868  6384 |2.35 1.65 1.38|2.0   0 3.0|   0     0 |   0     0 | 26  398    0   76    0
Aug 05 01:42:35 ubuntu dstat.sh[106609]: 05-08 01:42:35| 44   5  41  10   1|5730M  179M  202M 1752M| 133k  122k|1882k  501k|35.1  30.0 |3436  5576 |2.35 1.65 1.38|2.0   0  10|   0     0 |   0     0 | 26  403    0   76    0
Aug 05 01:42:36 ubuntu dstat.sh[106609]: 05-08 01:42:36| 39   3  58   1   0|5731M  178M  202M 1752M| 123k   98k|   0   875k|   0  72.2 |3977  6277 |2.35 1.65 1.38|3.0   0 3.0|   0     0 |   0     0 | 26  409    0   76    0
Aug 05 01:42:37 ubuntu dstat.sh[106609]: 05-08 01:42:37| 34   3  59   1   0|5735M  173M  202M 1752M| 164k  151k| 167k  835k|6.96  76.5 |4158    10k|2.35 1.65 1.38|5.0   0 4.0|   0     0 |   0     0 | 26  407    0   75    0
Aug 05 01:42:38 ubuntu dstat.sh[106609]: 05-08 01:42:38| 30   3  65   0   0|5737M  171M  202M 1752M|  46k   39k| 180k  429k|7.01  24.0 |4269  5007 |2.24 1.64 1.37|2.0   0 9.0|   0     0 |   0     0 | 26  408    0   75    0
Aug 05 01:42:39 ubuntu dstat.sh[106609]: 05-08 01:42:39| 32  10  51   5   1|5735M  165M  202M 1759M|1190k   87k|2478k  544k| 103  36.0 |6411  6852 |2.24 1.64 1.37|1.0   0  42|   0     0 |   0     0 | 26  408    0   68    0
Aug 05 01:42:40 ubuntu dstat.sh[106609]: 05-08 01:42:40| 40   7  47   4   0|5755M  174M  202M 1733M| 165k  147k|1330k  833k|40.1  54.1 |4686  5693 |2.24 1.64 1.37|4.0   0 9.0|   0     0 |   0     0 | 26  408    0   68    0
Aug 05 01:42:41 ubuntu dstat.sh[106609]: 05-08 01:42:41| 34   2  59   1   0|5751M  177M  202M 1734M| 201k  177k| 339k  791k|50.9  90.8 |5377  7393 |2.24 1.64 1.37|3.0   0 1.0|   0     0 |   0     0 | 26  409    0   66    0
Aug 05 01:42:42 ubuntu dstat.sh[106609]: 05-08 01:42:42| 47  15  35   2   0|5598M  330M  202M 1733M|1775k  634k| 448k 1988k|       168 |7032    11k|2.24 1.64 1.37|2.0 1.0  66|   0     0 |   0     0 | 25  407    0   68    0
Aug 05 01:42:43 ubuntu dstat.sh[106609]: 05-08 01:42:43| 34   4  61   3   0|5597M  332M  202M 1733M| 539k  525k|  64k 1481k|8.98   161 |4688  7969 |2.22 1.65 1.38|2.0   0 3.0|   0     0 |   0     0 | 25  409    0   68    0
Aug 05 01:42:44 ubuntu dstat.sh[106609]: 05-08 01:42:44| 20   3  73   2   0|5597M  331M  202M 1734M| 375k  349k|   0  3169k|   0   242 |4166  6986 |2.22 1.65 1.38|1.0   0   0|   0     0 |   0     0 | 25  407    0   69    0
Aug 05 01:42:45 ubuntu dstat.sh[106609]: 05-08 01:42:45|  8   1  85   1   0|5597M  331M  202M 1734M| 146k  137k|   0  1667k|   0   140 |2926  5008 |2.22 1.65 1.38|1.0   0   0|   0     0 |   0     0 | 25  408    0   68    0
Aug 05 01:42:46 ubuntu dstat.sh[106609]: 05-08 01:42:46| 16   4  74   4   0|5590M  337M  202M 1734M| 250k  234k|   0  5147k|   0   374 |4515  7767 |2.22 1.65 1.38|1.0   0   0|   0     0 |   0     0 | 25  407    0   69    0
Aug 05 01:42:47 ubuntu dstat.sh[106609]: 05-08 01:42:47| 24   3  72   1   0|5590M  337M  202M 1734M| 477k  468k|   0  1243k|   0  97.3 |3340  5495 |2.22 1.65 1.38| 11   0   0|   0     0 |   0     0 | 25  409    0   66    0
Aug 05 01:42:48 ubuntu dstat.sh[106609]: 05-08 01:42:48| 28   3  65   1   0|5590M  338M  203M 1734M| 519k  512k|   0  1722k|   0   177 |3876  6525 |2.13 1.64 1.37|1.0   0 2.0|   0     0 |   0     0 | 25  411    0   71    0
Aug 05 01:42:49 ubuntu dstat.sh[106609]: 05-08 01:42:49| 31   3  63   3   0|5589M  338M  203M 1734M| 503k  494k|  80k 2124k|5.01   214 |4668  7976 |2.13 1.64 1.37|2.0   0   0|   0     0 |   0     0 | 25  410    0   69    0
Aug 05 01:42:50 ubuntu dstat.sh[106609]: 05-08 01:42:50| 35   8  56   1   0|5590M  337M  203M 1734M| 479k  463k|   0  3209k|   0   267 |6716    14k|2.13 1.64 1.37|1.0   0  34|   0     0 |   0     0 | 25  412    0   71    0
Aug 05 01:42:51 ubuntu dstat.sh[106609]: 05-08 01:42:51| 29   3  60   5   0|5590M  336M  203M 1735M| 561k  551k| 164k 3100k|5.99   307 |5113  8966 |2.13 1.64 1.37|2.0   0   0|   0     0 |   0     0 | 25  411    0   67    0
Aug 05 01:42:52 ubuntu dstat.sh[106609]: 05-08 01:42:52| 30   3  62   4   1|5590M  336M  203M 1735M| 488k  480k| 136k 5593k|5.00   435 |4942  8362 |2.13 1.64 1.37|4.0   0   0|   0     0 |   0     0 | 25  411    0   70    0
Aug 05 01:42:53 ubuntu dstat.sh[106609]: 05-08 01:42:53| 30   2  63   2   0|5590M  335M  204M 1735M| 453k  444k|  32k 3339k|1.00   256 |4330  7220 |2.04 1.63 1.37|1.0   0 2.0|   0     0 |   0     0 | 25  411    0   64    0
Aug 05 01:42:54 ubuntu dstat.sh[106609]: 05-08 01:42:54| 35   2  62   1   0|5590M  335M  204M 1735M| 681k  673k|   0  1075k|   0   105 |3526  6031 |2.04 1.63 1.37|3.0   0   0|   0     0 |   0     0 | 25  411    0   64    0
Aug 05 01:42:55 ubuntu dstat.sh[106609]: 05-08 01:42:55| 31   4  63   1   0|5592M  333M  204M 1735M| 659k  649k|   0  1384k|   0  90.0 |3847  6685 |2.04 1.63 1.37|2.0   0 1.0|   0     0 |   0     0 | 25  414    0   67    0
Aug 05 01:42:56 ubuntu dstat.sh[106609]: 05-08 01:42:56| 52   6  37   5   0|5598M  326M  204M 1736M|1202k 1190k|  48k 5341k|6.00   545 |7053    13k|2.04 1.63 1.37|3.0   0 1.0|   0     0 |   0     0 | 25  407    0   71    2
Aug 05 01:42:57 ubuntu dstat.sh[106609]: 05-08 01:42:57| 62  10  24   2   0|5602M  321M  204M 1737M|1152k 1143k|  60k 5559k|3.99   476 |6544    12k|2.04 1.63 1.37|5.0   0  24|   0     0 |   0     0 | 25  409    0   65    2
Aug 05 01:42:58 ubuntu dstat.sh[106609]: 05-08 01:42:58| 60   7  32   2   0|5604M  318M  204M 1737M|1354k 1346k|   0  2975k|   0   284 |6047    11k|2.03 1.63 1.37|3.0   0  11|   0     0 |   0     0 | 25  410    0   65    2
Aug 05 01:42:59 ubuntu dstat.sh[106609]: 05-08 01:42:59| 61  13  24   1   0|5609M  312M  205M 1737M| 833k  822k|   0  6454k|   0   440 |5552  9808 |2.03 1.63 1.37|4.0   0  42|   0     0 |   0     0 | 25  409    0   66    2
Aug 05 01:43:00 ubuntu dstat.sh[106609]: 05-08 01:43:00| 53  18  26   1   0|5627M  289M  205M 1742M| 589k  580k|4055k 2759k|84.8   133 |7123    11k|2.03 1.63 1.37|2.0   0  52|   0     0 |   0     0 | 26  411    0   66    2
Aug 05 01:43:01 ubuntu dstat.sh[106609]: 05-08 01:43:01| 58  19  19   4   0|5665M  250M  205M 1743M| 767k  758k|  14M 1429k| 557   130 |  11k   19k|2.03 1.63 1.37|3.0   0  26|   0     0 |   0     0 | 27  414    0   65    2
Aug 05 01:43:02 ubuntu dstat.sh[106609]: 05-08 01:43:02| 60   8  27   4   1|5745M  170M  205M 1743M| 647k  638k|  16M 1145k| 605   127 |7780    15k|2.03 1.63 1.37|3.0 1.0   0|   0     0 |   0     0 | 27  415    0   65    2
Aug 05 01:43:03 ubuntu dstat.sh[106609]: 05-08 01:43:03| 69   8  17   2   0|5736M  195M  205M 1728M| 599k  588k|7571k 1216k| 255   108 |6711    12k|2.27 1.69 1.39|3.0   0  21|   0     0 |   0     0 | 26  414    0   67    2
Aug 05 01:43:04 ubuntu dstat.sh[106609]: 05-08 01:43:04| 67  15  13   4   0|5766M  165M  205M 1728M| 663k  655k|   0    15M|   0  1414 |6816    11k|2.27 1.69 1.39|3.0   0  46|   0     0 |   0     0 | 26  414    0   67    2
Aug 05 01:43:05 ubuntu dstat.sh[106609]: 05-08 01:43:05| 64  11  24   1   0|5779M  151M  205M 1729M| 451k  442k| 516k 1137k|43.9  85.8 |4525  8527 |2.27 1.69 1.39|6.0   0  37|   0     0 |   0     0 | 26  414    0   67    2
Aug 05 01:43:06 ubuntu dstat.sh[106609]: 05-08 01:43:06| 52  11  34   1   0|5784M  146M  205M 1729M| 382k  371k| 615k 1416k|51.4   135 |6314    12k|2.27 1.69 1.39|4.0   0 2.0|   0     0 |   0     0 | 27  417    0   67    2
Aug 05 01:43:07 ubuntu dstat.sh[106609]: 05-08 01:43:07| 53   6  35   4   0|5825M  134M  204M 1702M| 111k   92k|  18M  868k| 640  77.7 |9795    16k|2.27 1.69 1.39|4.0   0   0|   0     0 |   0     0 | 27  416    0   66    2
Aug 05 01:43:08 ubuntu dstat.sh[106609]: 05-08 01:43:08| 70   5  24   2   1|5872M  125M  203M 1666M| 499k  487k|   0  1525k|   0   194 |5524  8507 |2.89 1.83 1.44|2.0   0   0|   0     0 |   0     0 | 27  416    0   68    2
Aug 05 01:43:09 ubuntu dstat.sh[106609]: 05-08 01:43:09| 59   3  34   2   0|5890M  130M  201M 1646M| 301k  291k|  16k 6456k|4.00   450 |5928    11k|2.89 1.83 1.44|6.0   0   0|   0     0 |   0     0 | 27  417    0   68    2
Aug 05 01:43:10 ubuntu dstat.sh[106609]: 05-08 01:43:10| 69  12  17   2   0|5779M  321M  182M 1586M| 641k  633k| 232k 1297k|15.0   102 |5827    10k|2.89 1.83 1.44|8.0   0  31|   0     0 |   0     0 | 26  416    0   69    2
Aug 05 01:43:11 ubuntu dstat.sh[106609]: 05-08 01:43:11| 69  11  17   1   0|5770M  330M  182M 1587M| 676k  668k|  84k 1660k|6.00   129 |5742  9983 |2.89 1.83 1.44|2.0   0  32|   0     0 |   0     0 | 26  417    0   69    2
Aug 05 01:43:12 ubuntu dstat.sh[106609]: 05-08 01:43:12| 61  13  24   1   0|5784M  313M  182M 1590M| 483k  469k|3263k  958k|80.8  85.8 |5515    11k|2.89 1.83 1.44|3.0   0  32|   0     0 |   0     0 | 27  416    0   68    2
Aug 05 01:43:13 ubuntu dstat.sh[106609]: 05-08 01:43:13| 53   8  36   1   0|5796M  301M  183M 1590M| 319k  310k|2625k  840k| 120  87.0 |7150    13k|2.74 1.81 1.44|4.0 1.0 3.0|   0     0 |   0     0 | 27  416    0   68    2
Aug 05 01:43:14 ubuntu dstat.sh[106609]: 05-08 01:43:14| 55   4  35   3   0|5859M  237M  183M 1590M| 153k  133k|  16M  381k| 573  23.1 |6958    12k|2.74 1.81 1.44|5.0   0   0|   0     0 |   0     0 | 27  417    0   68    2
Aug 05 01:43:15 ubuntu dstat.sh[106609]: 05-08 01:43:15| 74   5  19   1   0|5778M  318M  183M 1591M| 596k  583k| 160k  903k|12.0  68.0 |4459  7528 |2.74 1.81 1.44|9.0   0  12|   0     0 |   0     0 | 26  416    0   68    2
Aug 05 01:43:16 ubuntu dstat.sh[106609]: 05-08 01:43:16| 60   8  30   1   0|5789M  306M  183M 1591M| 359k  348k|  32k 1016k|8.00  73.0 |6206  7284 |2.74 1.81 1.44|2.0   0  47|   0     0 |   0     0 | 26  416    0   65    2
Aug 05 01:43:17 ubuntu dstat.sh[106609]: 05-08 01:43:17| 61  12  24   0   0|5799M  295M  183M 1591M| 439k  422k| 835k 1002k| 111  87.9 |7640    12k|2.74 1.81 1.44|3.0   0  27|   0     0 |   0     0 | 27  416    0   65    2
Aug 05 01:43:18 ubuntu dstat.sh[106609]: 05-08 01:43:18| 51   9  36   2   0|5827M  268M  183M 1591M| 289k  279k|  18M 8924k| 696   180 |  11k   18k|3.08 1.90 1.47|8.0   0 8.0|   0     0 |   0     0 | 27  417    0   59    2
Aug 05 01:43:19 ubuntu dstat.sh[106609]: 05-08 01:43:19| 60   4  33   2   0|5895M  199M  183M 1592M| 238k  219k|1920k   15M|70.8   519 |9862    10k|3.08 1.90 1.47|2.0   0  27|   0     0 |   0     0 | 27  416    0   60    2
Aug 05 01:43:20 ubuntu dstat.sh[106609]: 05-08 01:43:20| 59  11  26   2   0|5758M  336M  183M 1592M| 558k  549k| 278k   11M|22.0   301 |6907    11k|3.08 1.90 1.47|2.0   0  26|   0     0 |   0     0 | 26  416    0   54    2
Aug 05 01:43:21 ubuntu dstat.sh[106609]: 05-08 01:43:21| 52   6  39   2   0|5776M  318M  183M 1592M| 577k  566k| 120k 1543k|2.00   163 |5559    11k|3.08 1.90 1.47|2.0   0  18|   0     0 |   0     0 | 26  417    0   55    2
Aug 05 01:43:22 ubuntu dstat.sh[106609]: 05-08 01:43:22| 39   2  57   1   0|5780M  313M  184M 1592M| 284k  274k|  56k 2485k|5.98   238 |4487  7873 |3.08 1.90 1.47|3.0   0   0|   0     0 |   0     0 | 26  417    0   54    2
Aug 05 01:43:23 ubuntu dstat.sh[106609]: 05-08 01:43:23| 57  16  22   3   0|5637M  456M  184M 1592M|1008k 1000k|  44k 2430k|3.01   209 |6655    12k|4.03 2.12 1.54|3.0   0  70|   0     0 |   0     0 | 25  416    0   55    2
Aug 05 01:43:24 ubuntu dstat.sh[106609]: 05-08 01:43:24| 24   4  66   2   0|5633M  459M  184M 1592M| 415k  407k| 124k 2996k|8.96   265 |4985  8608 |4.03 2.12 1.54|  0   0 2.0|   0     0 |   0     0 | 25  416    0   53    2
Aug 05 01:43:25 ubuntu dstat.sh[106609]: 05-08 01:43:25| 15   1  82   1   0|5634M  458M  184M 1592M| 184k  174k|  60k 1051k|7.02  65.2 |2407  3874 |4.03 2.12 1.54|2.0   0   0|   0     0 |   0     0 | 25  418    0   53    2
Aug 05 01:43:26 ubuntu dstat.sh[106609]: 05-08 01:43:26| 29   3  65   1   0|5634M  458M  184M 1592M| 505k  495k|   0  1003k|   0  87.9 |3367  5313 |4.03 2.12 1.54|1.0   0 1.0|   0     0 |   0     0 | 25  418    0   51    2
Aug 05 01:43:27 ubuntu dstat.sh[106609]: 05-08 01:43:27| 30   4  64   2   0|5617M  475M  184M 1592M| 453k  436k|   0  1489k|   0   152 |3829  6233 |4.03 2.12 1.54|9.0   0   0|   0     0 |   0     0 | 25  418    0   53    2
Aug 05 01:43:28 ubuntu dstat.sh[106609]: 05-08 01:43:28| 29   6  60   5   0|5617M  474M  185M 1593M| 469k  461k| 136k 8551k|7.01   636 |6687    11k|3.87 2.11 1.54|2.0   0   0|   0     0 |   0     0 | 25  417    0   57    2
Aug 05 01:43:29 ubuntu dstat.sh[106609]: 05-08 01:43:29| 26   5  64   2   0|5617M  473M  185M 1593M| 520k  509k| 236k 1867k|18.0   188 |5171  9658 |3.87 2.11 1.54|1.0   0   0|   0     0 |   0     0 | 25  418    0   60    2
Aug 05 01:43:30 ubuntu dstat.sh[106609]: 05-08 01:43:30| 28   2  67   2   1|5617M  473M  185M 1594M| 471k  462k|   0  2096k|   0   190 |4133  6955 |3.87 2.11 1.54|2.0   0   0|   0     0 |   0     0 | 25  418    0   60    2
Aug 05 01:43:31 ubuntu dstat.sh[106609]: 05-08 01:43:31| 28   3  65   2   0|5617M  473M  185M 1594M| 577k  567k|   0  2010k|   0   230 |4269  7423 |3.87 2.11 1.54|1.0   0   0|   0     0 |   0     0 | 25  418    0   62    2
Aug 05 01:43:32 ubuntu dstat.sh[106609]: 05-08 01:43:32| 38   4  56   2   0|5617M  472M  185M 1594M| 934k  923k|  12k 2461k|2.01   245 |5743    10k|3.87 2.11 1.54|2.0   0   0|   0     0 |   0     0 | 25  418    0   59    2
Aug 05 01:43:33 ubuntu dstat.sh[106609]: 05-08 01:43:33| 33   4  59   3   0|5619M  470M  185M 1594M| 727k  720k|  76k 2191k|4.99   166 |4622  8037 |3.56 2.08 1.54|4.0   0 2.0|   0     0 |   0     0 | 25  418    0   64    2
Aug 05 01:43:34 ubuntu dstat.sh[106609]: 05-08 01:43:34| 32   6  56   5   0|5619M  469M  186M 1595M| 727k  719k|4107B 8547k|1.00   687 |6943    12k|3.56 2.08 1.54|4.0   0   0|   0     0 |   0     0 | 25  417    0   63    2
Aug 05 01:43:35 ubuntu dstat.sh[106609]: 05-08 01:43:35| 39   7  48   6   0|5621M  467M  186M 1595M| 749k  740k|   0    16M|   0  1428 |7223  8445 |3.56 2.08 1.54|1.0   0  15|   0     0 |   0     0 | 25  417    0   63    2
Aug 05 01:43:36 ubuntu dstat.sh[106609]: 05-08 01:43:36| 34   4  61   1   0|5622M  466M  186M 1595M| 641k  633k|   0  1194k|   0   100 |4214  7083 |3.56 2.08 1.54|4.0 1.0 3.0|   0     0 |   0     0 | 25  417    0   62    2
Aug 05 01:43:37 ubuntu dstat.sh[106609]: 05-08 01:43:37| 39   8  51   1   0|5627M  460M  186M 1595M| 452k  444k|   0   901k|   0  65.8 |3582  5803 |3.56 2.08 1.54|4.0   0  28|   0     0 |   0     0 | 25  417    0   62    2
Aug 05 01:43:38 ubuntu dstat.sh[106609]: 05-08 01:43:38| 42  20  35   0   0|5652M  435M  186M 1596M| 434k  425k|  95k 1107k|21.0  74.9 |7088    11k|4.08 2.21 1.58|3.0   0  46|   0     0 |   0     0 | 26  418    0   62    2
Aug 05 01:43:39 ubuntu dstat.sh[106609]: 05-08 01:43:39| 32   9  53   5   0|5671M  415M  186M 1596M| 350k  341k|  17M 1133k| 617   114 |7949    15k|4.08 2.21 1.58|2.0   0   0|   0     0 |   0     0 | 26  417    0   62    2
Aug 05 01:43:40 ubuntu dstat.sh[106609]: 05-08 01:43:40| 52   2  42   2   0|5733M  353M  186M 1596M| 668k  651k|2396k  959k|84.9  91.9 |4267  7249 |4.08 2.21 1.58|5.0   0   0|   0     0 |   0     0 | 26  417    0   66    2
Aug 05 01:43:41 ubuntu dstat.sh[106609]: 05-08 01:43:41| 60   9  26   3   0|5745M  340M  186M 1597M| 775k  764k|  52k 3948k|3.00   371 |6289    11k|4.08 2.21 1.58|3.0   0  13|   0     0 |   0     0 | 26  417    0   66    2
Aug 05 01:43:42 ubuntu dstat.sh[106609]: 05-08 01:43:42| 67   6  25   2   0|5796M  288M  186M 1597M| 668k  660k|  28k 3426k|2.00   278 |5947    10k|4.08 2.21 1.58|5.0   0 6.0|   0     0 |   0     0 | 26  418    0   65    2
Aug 05 01:43:43 ubuntu dstat.sh[106609]: 05-08 01:43:43| 61   5  31   1   0|5774M  310M  187M 1598M| 710k  701k|  24k 5502k|2.99   347 |5640  9748 |4.07 2.24 1.60|3.0   0  10|   0     0 |   0     0 | 26  417    0   65    2
Aug 05 01:43:44 ubuntu dstat.sh[106609]: 05-08 01:43:44| 61  10  28   1   0|5798M  285M  187M 1599M| 414k  398k|  95k 1924k|21.0   133 |4810  8792 |4.07 2.24 1.60|4.0   0  45|   0     0 |   0     0 | 27  417    0   64    2
Aug 05 01:43:45 ubuntu dstat.sh[106609]: 05-08 01:43:45| 52  11  34   0   0|5809M  274M  187M 1599M| 443k  433k|1175k  804k|72.0  71.0 |8683    17k|4.07 2.24 1.60|6.0   0   0|   0     0 |   0     0 | 27  417    0   64    2
Aug 05 01:43:46 ubuntu dstat.sh[106609]: 05-08 01:43:46| 63   9  23   4   0|5790M  292M  187M 1599M| 441k  430k|  18M 1397k| 621   123 |9346    18k|4.07 2.24 1.60|9.0   0  21|   0     0 |   0     0 | 26  418    0   62    2
Aug 05 01:43:47 ubuntu dstat.sh[106609]: 05-08 01:43:47| 62   5  31   1   0|5792M  290M  187M 1600M| 542k  531k| 124k 1529k|6.99   145 |5116  9450 |4.07 2.24 1.60|1.0 1.0  18|   0     0 |   0     0 | 26  417    0   62    2
Aug 05 01:43:48 ubuntu dstat.sh[106609]: 05-08 01:43:48| 40   2  53   1   0|5799M  282M  187M 1600M| 330k  320k| 288k 2005k|22.0   198 |6495  8673 |4.06 2.27 1.61|3.0   0 1.0|   0     0 |   0     0 | 26  417    0   58    2
Aug 05 01:43:49 ubuntu dstat.sh[106609]: 05-08 01:43:49| 45   3  49   2   0|5797M  284M  187M 1600M| 477k  470k| 262k 2229k|75.0   194 |6335  8996 |4.06 2.27 1.61|2.0   0   0|   0     0 |   0     0 | 26  418    0   60    2
Aug 05 01:43:50 ubuntu dstat.sh[106609]: 05-08 01:43:50| 41   6  44   6   0|5804M  277M  187M 1600M| 169k  153k| 607k   19M|32.1   383 |5831    13k|4.06 2.27 1.61|5.0   0  60|   0     0 |   0     0 | 26  419    0   59    2
Aug 05 01:43:51 ubuntu dstat.sh[106609]: 05-08 01:43:51| 51   2  42   3   0|5806M  275M  187M 1600M| 544k  531k| 221k 9781k|31.9   282 |5653    10k|4.06 2.27 1.61|1.0   0 1.0|   0     0 |   0     0 | 26  418    0   61    2
Aug 05 01:43:52 ubuntu dstat.sh[106609]: 05-08 01:43:52| 35   2  60   1   0|5803M  277M  187M 1600M| 157k  147k| 170k 1029k|14.1  88.3 |4500  6286 |4.06 2.27 1.61|2.0   0   0|   0     0 |   0     0 | 26  418    0   63    2
Aug 05 01:43:53 ubuntu dstat.sh[106609]: 05-08 01:43:53| 38   3  54   2   0|5804M  276M  187M 1601M| 245k  228k| 354k 4698k|29.9   355 |5848  9620 |3.82 2.25 1.60|2.0   0 2.0|   0     0 |   0     0 | 26  417    0   60    2
Aug 05 01:43:54 ubuntu dstat.sh[106609]: 05-08 01:43:54| 38   3  57   1   0|5803M  276M  188M 1601M| 219k  202k| 553k 1242k|34.0   128 |5047  8237 |3.82 2.25 1.60|2.0   0   0|   0     0 |   0     0 | 26  417    0   60    2
Aug 05 01:43:55 ubuntu dstat.sh[106609]: 05-08 01:43:55| 47   8  43   1   1|5653M  427M  188M 1601M| 630k  613k|2053B 1596k|2.00   138 |5191  8884 |3.82 2.25 1.60|3.0   0  41|   0     0 |   0     0 | 25  417    0   62    2
Aug 05 01:43:56 ubuntu dstat.sh[106609]: 05-08 01:43:56| 35   6  55   4   0|5648M  431M  188M 1601M| 710k  700k| 124k 4321k|13.0   378 |5938    10k|3.82 2.25 1.60|2.0 1.0  14|   0     0 |   0     0 | 25  418    0   62    2
Aug 05 01:43:57 ubuntu dstat.sh[106609]: 05-08 01:43:57|  9   2  86   1   0|5648M  431M  188M 1601M|  89k   78k|   0  1127k|   0   106 |3274  5354 |3.82 2.25 1.60|  0   0   0|   0     0 |   0     0 | 25  417    0   56    1
Aug 05 01:43:58 ubuntu dstat.sh[106609]: 05-08 01:43:58| 28   2  67   1   0|5647M  432M  188M 1601M| 616k  607k|   0   968k|   0  86.0 |3232  5332 |3.59 2.23 1.60|2.0   0 1.0|   0     0 |   0     0 | 25  419    0   58    1
Aug 05 01:43:59 ubuntu dstat.sh[106609]: 05-08 01:43:59| 28   4  66   2   0|5633M  446M  188M 1601M| 448k  435k|   0  2357k|   0   196 |3767  6189 |3.59 2.23 1.60|1.0   0   0|   0     0 |   0     0 | 25  419    0   59    1
Aug 05 01:44:00 ubuntu dstat.sh[106609]: 05-08 01:44:00| 31   5  60   3   0|5632M  446M  188M 1602M| 618k  607k|4098B 4338k|1.00   373 |6188    11k|3.59 2.23 1.60|1.0   0   0|   0     0 |   0     0 | 25  418    0   62    1
Aug 05 01:44:01 ubuntu dstat.sh[106609]: 05-08 01:44:01| 28   5  63   3   0|5632M  446M  188M 1602M| 630k  621k|   0  5315k|   0   419 |6417    11k|3.59 2.23 1.60|  0   0   0|   0     0 |   0     0 | 25  418    0   64    1
Aug 05 01:44:02 ubuntu dstat.sh[106609]: 05-08 01:44:02|  9   2  87   2   1|5632M  446M  188M 1602M| 110k   99k|   0  2097k|   0   141 |3156  5129 |3.59 2.23 1.60|1.0   0   0|   0     0 |   0     0 | 25  418    0   64    1
Aug 05 01:44:03 ubuntu dstat.sh[106609]: 05-08 01:44:03| 16   2  79   2   0|5632M  445M  188M 1602M| 281k  273k| 128k 1483k|7.97   167 |3762  6398 |3.30 2.19 1.59|  0   0 2.0|   0     0 |   0     0 | 25  417    0   64    1
Aug 05 01:44:04 ubuntu dstat.sh[106609]: 05-08 01:44:04| 10   2  83   2   0|5632M  445M  188M 1603M| 193k  183k| 288k 1084k|13.0   109 |3383  5632 |3.30 2.19 1.59|  0   0   0|   0     0 |   0     0 | 25  417    0   64    1
Aug 05 01:44:05 ubuntu dstat.sh[106609]: 05-08 01:44:05|  9   2  86   1   0|5632M  445M  188M 1603M| 180k  169k|4092B  923k|1.00  76.9 |2870  4854 |3.30 2.19 1.59|1.0   0   0|   0     0 |   0     0 | 25  417    0   61    1
Aug 05 01:44:06 ubuntu dstat.sh[106609]: 05-08 01:44:06| 15   3  76   5   0|5632M  445M  188M 1603M| 260k  244k|   0    13M|   0  1274 |6323  7357 |3.30 2.19 1.59|2.0   0   0|   0     0 |   0     0 | 25  418    0   62    1
Aug 05 01:44:07 ubuntu dstat.sh[106609]: 05-08 01:44:07| 28   3  63   3   0|5632M  445M  188M 1603M| 531k  513k|  80k 2581k|7.00   246 |5223  9147 |3.30 2.19 1.59|1.0   0   0|   0     0 |   0     0 | 25  416    0   65    1
Aug 05 01:44:08 ubuntu dstat.sh[106609]: 05-08 01:44:08| 29   4  63   3   0|5632M  444M  189M 1603M| 591k  581k|  16k 1977k|1.00   219 |5460  9737 |3.12 2.17 1.59|2.0   0   0|   0     0 |   0     0 | 25  416    0   68    1
Aug 05 01:44:09 ubuntu dstat.sh[106609]: 05-08 01:44:09|  8   2  86   2   0|5632M  444M  189M 1603M|  78k   71k|   0  5412k|   0   378 |3642  5926 |3.12 2.17 1.59|2.0   0   0|   0     0 |   0     0 | 25  416    0   66    1
