-- Logs begin at Tue 2023-01-10 23:34:18 UTC, end at Wed 2023-01-11 20:21:55 UTC. --
Jan 11 19:41:29 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jan 11 19:41:29 ubuntu dstat.sh[90415]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jan 11 19:41:29 ubuntu dstat.sh[90415]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jan 11 20:14:59 ubuntu dstat.sh[90415]: 11-01 20:14:59| 47   4  47   1   0|6553M  823M   68M  510M| 478k  462k| 132k 1137k|16.0   155 |4928  8426 |1.25 1.37 1.45|1.0   0 7.0|   0     0 |   0     0 | 26  435    0  167   11
Jan 11 20:15:00 ubuntu dstat.sh[90415]: 11-01 20:15:00| 35   3  59   1   0|6553M  822M   68M  511M| 171k  158k| 554k  483k|36.0  49.9 |3790  6335 |1.25 1.37 1.45|1.0   0 4.0|   0     0 |   0     0 | 26  433    0  166   11
Jan 11 20:15:01 ubuntu dstat.sh[90415]: 11-01 20:15:01| 26   3  65   3   0|6549M  826M   68M  511M|  82k   68k|  11k   10M|3.99   811 |4763  5362 |1.25 1.37 1.45|1.0   0  10|   0     0 |   0     0 | 26  434    0  167   11
Jan 11 20:15:02 ubuntu dstat.sh[90415]: 11-01 20:15:02| 10   4  84   1   0|6551M  823M   68M  511M| 123k   68k|  28k  257k|16.1  19.1 |2891  4478 |1.25 1.37 1.45|1.0   0  18|   0     0 |   0     0 | 26  434    0  167   11
Jan 11 20:15:03 ubuntu dstat.sh[90415]: 11-01 20:15:03| 12   6  78   2   0|6552M  822M   68M  511M|2474k  144k|2255k  793k| 103  72.0 |5440  7397 |1.23 1.37 1.45|3.0   0  51|   0     0 |   0     0 | 26  434    0  167   11
Jan 11 20:15:04 ubuntu dstat.sh[90415]: 11-01 20:15:04| 39   5  53   2   0|6553M  820M   68M  512M| 517k  461k| 117k 1530k|21.0   169 |4773  8908 |1.23 1.37 1.45|1.0   0 5.0|   0     0 |   0     0 | 26  434    0  167   11
Jan 11 20:15:05 ubuntu dstat.sh[90415]: 11-01 20:15:05|  9   2  87   1   0|6549M  824M   68M  512M| 140k  125k|   0   593k|   0  83.1 |2933  5000 |1.23 1.37 1.45|1.0   0   0|   0     0 |   0     0 | 26  435    0  167   11
Jan 11 20:15:06 ubuntu dstat.sh[90415]: 11-01 20:15:06|  8   2  85   2   0|6544M  829M   68M  512M| 137k  130k|   0  2422k|   0   292 |3477  5235 |1.23 1.37 1.45|  0   0   0|   0     0 |   0     0 | 26  434    0  167   11
Jan 11 20:15:07 ubuntu dstat.sh[90415]: 11-01 20:15:07| 12   2  82   1   0|6544M  829M   68M  512M| 252k  244k|   0   768k|   0   114 |3475  5865 |1.23 1.37 1.45|  0   0   0|   0     0 |   0     0 | 26  434    0  167   11
Jan 11 20:15:08 ubuntu dstat.sh[90415]: 11-01 20:15:08| 13   3  80   3   0|6543M  830M   69M  512M| 196k  187k|  96k 1977k|24.0   245 |4080  7299 |1.37 1.39 1.46|  0   0   0|   0     0 |   0     0 | 26  434    0  162   11
Jan 11 20:15:09 ubuntu dstat.sh[90415]: 11-01 20:15:09| 10   2  85   1   0|6537M  836M   69M  513M| 176k  168k|  28k  755k|3.00  94.9 |3324  5603 |1.37 1.39 1.46|4.0   0   0|   0     0 |   0     0 | 26  434    0  162   11
Jan 11 20:15:10 ubuntu dstat.sh[90415]: 11-01 20:15:10| 10   2  84   1   0|6532M  840M   69M  513M| 188k  179k|   0   729k|   0  78.1 |3098  5171 |1.37 1.39 1.46|  0   0   0|   0     0 |   0     0 | 26  434    0  157   11
Jan 11 20:15:11 ubuntu dstat.sh[90415]: 11-01 20:15:11| 17   1  79   1   0|6531M  841M   69M  513M| 366k  358k|  52k  983k|5.99  86.9 |3346  5666 |1.37 1.39 1.46|1.0   0 2.0|   0     0 |   0     0 | 26  434    0  157   11
Jan 11 20:15:12 ubuntu dstat.sh[90415]: 11-01 20:15:12| 27   4  67   0   0|6532M  840M   69M  513M|  49k   41k|   0   311k|      19.0 |3154  5178 |1.37 1.39 1.46|  0   0  25|   0     0 |   0     0 | 26  434    0  153   11
Jan 11 20:15:13 ubuntu dstat.sh[90415]: 11-01 20:15:13| 33   3  60   1   0|6533M  839M   69M  513M| 490k  470k|  24k  626k|4.01  68.2 |4093  6595 |1.42 1.40 1.46|3.0   0 6.0|   0     0 |   0     0 | 26  434    0  154   11
Jan 11 20:15:14 ubuntu dstat.sh[90415]: 11-01 20:15:14| 16   2  76   1   0|6533M  839M   69M  513M| 277k  261k|   0  1139k|   0   169 |4134  6944 |1.42 1.40 1.46|  0   0   0|   0     0 |   0     0 | 26  433    0  152   11
Jan 11 20:15:15 ubuntu dstat.sh[90415]: 11-01 20:15:15| 41  10  47   1   0|6402M  969M   69M  514M| 731k  723k| 132k 1330k|2.00   150 |6563    12k|1.42 1.40 1.46|2.0   0  36|   0     0 |   0     0 | 25  434    0  152   11
Jan 11 20:15:16 ubuntu dstat.sh[90415]: 11-01 20:15:16| 31   2  64   1   0|6402M  969M   69M  514M| 727k  709k|   0  1460k|   0   195 |5119  8773 |1.42 1.40 1.46|2.0   0   0|   0     0 |   0     0 | 25  433    0  148   11
Jan 11 20:15:17 ubuntu dstat.sh[90415]: 11-01 20:15:17| 17   5  74   3   0|6402M  970M   69M  514M| 222k  206k|   0   540k|   0  64.0 |3819  9021 |1.42 1.40 1.46|  0 1.0  34|   0     0 |   0     0 | 25  433    0  149   11
Jan 11 20:15:18 ubuntu dstat.sh[90415]: 11-01 20:15:18|  7   1  89   2   0|6401M  970M   69M  514M| 116k  100k|   0   444k|   0  58.1 |2695  4372 |1.39 1.40 1.46|1.0   0   0|   0     0 |   0     0 | 25  434    0  144   11
Jan 11 20:15:19 ubuntu dstat.sh[90415]: 11-01 20:15:19| 12   3  83   1   0|6400M  971M   69M  514M| 212k  205k|  56k  852k|8.00   119 |3514  5923 |1.39 1.40 1.46|  0   0   0|   0     0 |   0     0 | 25  433    0  144   11
Jan 11 20:15:20 ubuntu dstat.sh[90415]: 11-01 20:15:20| 16   3  83   1   0|6400M  971M   69M  514M| 239k  228k|   0   639k|   0  92.8 |3379  5437 |1.39 1.40 1.46|  0   0   0|   0     0 |   0     0 | 25  433    0  142   11
Jan 11 20:15:21 ubuntu dstat.sh[90415]: 11-01 20:15:21| 21   3  76   0   0|6400M  970M   69M  515M| 332k  320k|   0   240k|   0  23.0 |3076  4825 |1.39 1.40 1.46|1.0   0 2.0|   0     0 |   0     0 | 25  434    0  144   11
Jan 11 20:15:22 ubuntu dstat.sh[90415]: 11-01 20:15:22| 37   6  57   2   0|6429M  941M   69M  515M| 568k  560k|   0  1372k|   0   203 |4856  8738 |1.39 1.40 1.46|3.0   0   0|   0     0 |   0     0 | 25  433    0  143   11
Jan 11 20:15:23 ubuntu dstat.sh[90415]: 11-01 20:15:23| 41   6  48   3   0|6392M  978M   69M  515M| 760k  752k|  36k 1860k|4.00   221 |4971  8870 |1.44 1.41 1.46|4.0   0  15|   0     0 |   0     0 | 25  431    0  145   11
Jan 11 20:15:24 ubuntu dstat.sh[90415]: 11-01 20:15:24| 36   3  59   2   0|6392M  977M   69M  515M| 714k  706k|  68k 1232k|5.00   171 |4459  7814 |1.44 1.41 1.46|2.0   0   0|   0     0 |   0     0 | 25  431    0  140   11
Jan 11 20:15:25 ubuntu dstat.sh[90415]: 11-01 20:15:25| 31   4  64   1   0|6398M  971M   69M  516M| 328k  319k|   0   531k|   0  45.9 |3353  5584 |1.44 1.41 1.46|1.0   0  13|   0     0 |   0     0 | 25  431    0  140   11
Jan 11 20:15:26 ubuntu dstat.sh[90415]: 11-01 20:15:26| 38   9  51   1   0|6416M  952M   69M  516M| 409k  402k|  95k  769k|21.0  67.1 |4658  8052 |1.44 1.41 1.46|2.0   0  33|   0     0 |   0     0 | 26  431    0  137   11
Jan 11 20:15:27 ubuntu dstat.sh[90415]: 11-01 20:15:27| 29  10  58   2   0|6428M  941M   69M  516M| 361k  347k|3627k  536k| 153  69.0 |7300    11k|1.44 1.41 1.46|4.0 1.0   0|   0     0 |   0     0 | 26  432    0  137   11
Jan 11 20:15:28 ubuntu dstat.sh[90415]: 11-01 20:15:28| 48   7  40   5   0|6466M  901M   69M  517M| 563k  548k|  16M  829k| 550   114 |7991    14k|1.40 1.40 1.46|2.0   0 7.0|   0     0 |   0     0 | 26  433    0  133   11
Jan 11 20:15:29 ubuntu dstat.sh[90415]: 11-01 20:15:29| 38   3  56   1   0|6511M  856M   69M  517M| 195k  173k|   0   499k|   0  60.9 |3628  5385 |1.40 1.40 1.46|4.0   0 4.0|   0     0 |   0     0 | 26  431    0  133   11
Jan 11 20:15:30 ubuntu dstat.sh[90415]: 11-01 20:15:30| 30   2  66   0   0|6523M  844M   69M  517M|  73k   68k|   0   172k|   0  8.00 |2851  4857 |1.40 1.40 1.46|5.0   0 2.0|   0     0 |   0     0 | 26  431    0  127   11
Jan 11 20:15:31 ubuntu dstat.sh[90415]: 11-01 20:15:31| 29   5  64   0   0|6532M  835M   69M  517M|  54k   47k|   0   340k|   0  31.0 |3196  5163 |1.40 1.40 1.46|4.0   0 8.0|   0     0 |   0     0 | 26  432    0  127   11
Jan 11 20:15:32 ubuntu dstat.sh[90415]: 11-01 20:15:32| 32   6  51  10   0|6540M  827M   69M  517M|1179k   80k|   0  9827k|52.0   762 |6163  7063 |1.40 1.40 1.46|1.0   0  44|   0     0 |   0     0 | 26  430    0  119   13
Jan 11 20:15:33 ubuntu dstat.sh[90415]: 11-01 20:15:33| 47   5  45   4   0|6545M  822M   69M  517M| 411k  392k|8194B 1244k|3.00   154 |6126  8581 |1.45 1.41 1.46|3.0   0 6.0|   0     0 |   0     0 | 26  430    0  119   13
Jan 11 20:15:34 ubuntu dstat.sh[90415]: 11-01 20:15:34| 38   4  54   3   0|6538M  828M   69M  518M|  93k   84k|4102B  901k|1.00   101 |5319  6877 |1.45 1.41 1.46|2.0   0   0|   0     0 |   0     0 | 26  431    0  118   13
Jan 11 20:15:35 ubuntu dstat.sh[90415]: 11-01 20:15:35| 34   2  60   0   0|6539M  827M   69M  518M| 238k  228k|   0   755k|   0  98.9 |3841  6494 |1.45 1.41 1.46|1.0   0   0|   0     0 |   0     0 | 26  430    0  118   13
Jan 11 20:15:36 ubuntu dstat.sh[90415]: 11-01 20:15:36| 31   3  60   3   0|6538M  829M   69M  518M| 184k  165k|  28k  596k|7.00  67.0 |5392  6486 |1.45 1.41 1.46|1.0   0   0|   0     0 |   0     0 | 26  430    0   68   13
Jan 11 20:15:37 ubuntu dstat.sh[90415]: 11-01 20:15:37| 34   3  60   2   0|6545M  821M   69M  518M|1267k  190k|1416k 1041k| 102  87.1 |6042  7416 |1.45 1.41 1.46|1.0   0 1.0|   0     0 |   0     0 | 26  430    0   68   13
Jan 11 20:15:38 ubuntu dstat.sh[90415]: 11-01 20:15:38| 34   3  55   5   0|6547M  820M   70M  518M| 190k  182k| 516k 7047k|70.9   250 |5791  8437 |1.66 1.45 1.48|3.0   0  24|   0     0 |   0     0 | 26  430    0   68   13
Jan 11 20:15:39 ubuntu dstat.sh[90415]: 11-01 20:15:39| 40   4  50   3   0|6554M  812M   70M  518M| 362k  355k| 409k   20M|28.0   424 |6905  9876 |1.66 1.45 1.48|1.0 7.0  14|   0     0 |   0     0 | 26  430    0   65   14
Jan 11 20:15:40 ubuntu dstat.sh[90415]: 11-01 20:15:40| 29   3  66   1   0|6550M  815M   70M  518M|  41k   35k|  44k 2254k|21.0  72.1 |3641  5584 |1.66 1.45 1.48|3.0   0   0|   0     0 |   0     0 | 26  431    0   65   13
Jan 11 20:15:41 ubuntu dstat.sh[90415]: 11-01 20:15:41| 38   5  53   0   0|6554M  811M   70M  519M|  93k   72k| 170k  333k|      25.0 |3611  6303 |1.66 1.45 1.48|2.0   0  32|   0     0 |   0     0 | 26  431    0   66   13
Jan 11 20:15:42 ubuntu dstat.sh[90415]: 11-01 20:15:42| 33   2  61   1   0|6554M  811M   70M  519M| 166k  153k|  72k 2294k|7.99   228 |3988  5499 |1.66 1.45 1.48|1.0   0   0|   0     0 |   0     0 | 26  429    0   66   13
Jan 11 20:15:43 ubuntu dstat.sh[90415]: 11-01 20:15:43| 43   7  47   2   0|6405M  959M   70M  519M| 624k  616k|  11k 1393k|5.01   169 |5316  9227 |2.16 1.56 1.51|2.0   0  38|   0     0 |   0     0 | 25  429    0   66   13
Jan 11 20:15:44 ubuntu dstat.sh[90415]: 11-01 20:15:44| 29   3  65   3   0|6405M  959M   70M  519M| 602k  594k|   0  1241k|   0   180 |4601  7899 |2.16 1.56 1.51|  0   0   0|   0     0 |   0     0 | 25  429    0   66   13
Jan 11 20:15:45 ubuntu dstat.sh[90415]: 11-01 20:15:45| 16   2  80   2   0|6405M  959M   70M  519M| 306k  301k|   0   660k|   0  91.1 |3335  5591 |2.16 1.56 1.51|1.0   0   0|   0     0 |   0     0 | 25  429    0   57   13
Jan 11 20:15:46 ubuntu dstat.sh[90415]: 11-01 20:15:46| 12   1  85   0   0|6405M  959M   70M  519M| 132k  125k|   0   368k|   0  45.0 |2671  4435 |2.16 1.56 1.51|1.0   0   0|   0     0 |   0     0 | 25  430    0   63   13
Jan 11 20:15:47 ubuntu dstat.sh[90415]: 11-01 20:15:47|  8   2  86   2   0|6394M  970M   70M  519M| 171k  165k|   0   966k|   0   101 |2967  4937 |2.16 1.56 1.51|1.0   0   0|   0     0 |   0     0 | 25  429    0   43   13
Jan 11 20:15:48 ubuntu dstat.sh[90415]: 11-01 20:15:48| 18   2  77   1   0|6394M  970M   70M  519M| 421k  413k|  56k  836k|4.00   115 |3782  6301 |2.07 1.55 1.51|  0   0   0|   0     0 |   0     0 | 25  430    0   44   13
Jan 11 20:15:49 ubuntu dstat.sh[90415]: 11-01 20:15:49| 13   1  85   1   0|6394M  970M   70M  520M| 133k  124k|   0   493k|   0  64.1 |2764  4544 |2.07 1.55 1.51|2.0   0   0|   0     0 |   0     0 | 25  430    0   44   13
Jan 11 20:15:50 ubuntu dstat.sh[90415]: 11-01 20:15:50|  6   1  91   0   0|6394M  970M   70M  520M|  60k   51k|   0   224k|   0  20.0 |2144  3574 |2.07 1.55 1.51|1.0   0   0|   0     0 |   0     0 | 25  430    0   44   13
Jan 11 20:15:51 ubuntu dstat.sh[90415]: 11-01 20:15:51| 16   2  77   2   0|6394M  969M   70M  520M| 288k  272k|   0   886k|   0   132 |3935  6640 |2.07 1.55 1.51|  0   0 2.0|   0     0 |   0     0 | 25  430    0   44   13
Jan 11 20:15:52 ubuntu dstat.sh[90415]: 11-01 20:15:52| 11   1  85   0   0|6394M  969M   70M  520M| 187k  172k|   0   320k|   0  34.0 |2819  4536 |2.07 1.55 1.51|2.0   0   0|   0     0 |   0     0 | 25  429    0   44   13
Jan 11 20:15:53 ubuntu dstat.sh[90415]: 11-01 20:15:53| 13   5  82   1   0|6407M  956M   70M  520M|  85k   78k|   0   652k|   0  77.0 |3587  5810 |1.98 1.54 1.51|3.0   0 3.0|   0     0 |   0     0 | 25  430    0   40   12
Jan 11 20:15:54 ubuntu dstat.sh[90415]: 11-01 20:15:54| 22   3  74   2   0|6407M  956M   70M  520M| 223k  209k|   0  1156k|   0   165 |4501  7391 |1.98 1.54 1.51|  0   0   0|   0     0 |   0     0 | 25  429    0   45   12
Jan 11 20:15:55 ubuntu dstat.sh[90415]: 11-01 20:15:55| 21   3  76   1   0|6408M  955M   70M  520M| 307k  300k|   0   828k|   0   119 |3814  6124 |1.98 1.54 1.51|1.0   0   0|   0     0 |   0     0 | 25  429    0   42   12
Jan 11 20:15:56 ubuntu dstat.sh[90415]: 11-01 20:15:56| 15   3  78   2   0|6401M  961M   70M  520M| 236k  226k|   0   676k|   0  97.0 |3394  5402 |1.98 1.54 1.51|  0   0 1.0|   0     0 |   0     0 | 25  429    0   42   12
Jan 11 20:15:57 ubuntu dstat.sh[90415]: 11-01 20:15:57| 10   2  86   1   0|6402M  961M   70M  520M| 256k  247k|   0   449k|   0  55.1 |2674  4498 |1.98 1.54 1.51|1.0 1.0   0|   0     0 |   0     0 | 25  430    0   42   12
Jan 11 20:15:58 ubuntu dstat.sh[90415]: 11-01 20:15:58| 13   3  79   3   0|6402M  961M   70M  521M| 244k  227k| 144k  807k|4.99   112 |3515  5831 |2.47 1.65 1.54|  0   0   0|   0     0 |   0     0 | 25  429    0   43   12
Jan 11 20:15:59 ubuntu dstat.sh[90415]: 11-01 20:15:59| 16   2  78   2   0|6402M  960M   70M  521M| 277k  251k|   0   900k|   0   125 |4037  6406 |2.47 1.65 1.54|  0   0   0|   0     0 |   0     0 | 25  429    0   41   12
Jan 11 20:16:00 ubuntu dstat.sh[90415]: 11-01 20:16:00|  9   2  85   1   0|6402M  960M   70M  521M| 200k  191k|   0   612k|   0  75.0 |3021  5074 |2.47 1.65 1.54|1.0   0   0|   0     0 |   0     0 | 25  429    0   41   12
Jan 11 20:16:01 ubuntu dstat.sh[90415]: 11-01 20:16:01| 14   2  80   1   0|6402M  960M   70M  521M| 205k  188k|   0   704k|   0  95.0 |3262  5389 |2.47 1.65 1.54|3.0   0 2.0|   0     0 |   0     0 | 25  429    0   40   12
Jan 11 20:16:02 ubuntu dstat.sh[90415]: 11-01 20:16:02| 17   3  77   1   0|6396M  966M   70M  521M| 194k  175k|   0   599k|   0  75.9 |3389  5544 |2.47 1.65 1.54|  0   0   0|   0     0 |   0     0 | 25  431    0   41   12
Jan 11 20:16:03 ubuntu dstat.sh[90415]: 11-01 20:16:03| 16   2  75   6   1|6395M  966M   70M  521M| 206k  179k|   0  9060k|   0   811 |5222  6357 |2.35 1.64 1.54|2.0   0   0|   0     0 |   0     0 | 25  431    0   40   12
Jan 11 20:16:04 ubuntu dstat.sh[90415]: 11-01 20:16:04| 30   4  60   4   1|6395M  966M   70M  522M| 536k  527k|   0  1870k|   0   239 |4997  8773 |2.35 1.64 1.54|2.0   0   0|   0     0 |   0     0 | 25  431    0   43   12
Jan 11 20:16:05 ubuntu dstat.sh[90415]: 11-01 20:16:05| 27   4  67   1   0|6395M  966M   70M  522M| 521k  514k|  12k 1319k|2.00   144 |5274  9560 |2.35 1.64 1.54|2.0   0   0|   0     0 |   0     0 | 25  430    0   44   12
Jan 11 20:16:06 ubuntu dstat.sh[90415]: 11-01 20:16:06| 15   2  79   2   0|6395M  965M   71M  523M| 232k  225k|   0  1571k|   0   208 |3665  6605 |2.35 1.64 1.54|  0   0   0|   0     0 |   0     0 | 25  429    0   45   12
Jan 11 20:16:07 ubuntu dstat.sh[90415]: 11-01 20:16:07| 12   1  83   1   0|6395M  965M   71M  523M| 242k  235k|   0  1071k|   0   138 |3194  5632 |2.35 1.64 1.54|  0   0   0|   0     0 |   0     0 | 25  429    0   45   12
Jan 11 20:16:08 ubuntu dstat.sh[90415]: 11-01 20:16:08| 12   2  82   3   0|6394M  965M   71M  523M| 228k  221k|4097B 1104k|1.00   133 |3300  5812 |2.16 1.61 1.53|  0   0   0|   0     0 |   0     0 | 25  429    0   45   12
Jan 11 20:16:09 ubuntu dstat.sh[90415]: 11-01 20:16:09| 15   3  79   2   0|6395M  965M   71M  523M| 213k  207k|  64k 1973k|16.0   222 |3700  6477 |2.16 1.61 1.53|  0   0   0|   0     0 |   0     0 | 25  430    0   44   12
Jan 11 20:16:10 ubuntu dstat.sh[90415]: 11-01 20:16:10|  7   1  90   1   0|6394M  965M   71M  523M|  71k   65k|   0   580k|   0  53.0 |2286  3949 |2.16 1.61 1.53|2.0   0   0|   0     0 |   0     0 | 25  430    0   44   12
Jan 11 20:16:11 ubuntu dstat.sh[90415]: 11-01 20:16:11| 23   3  70   1   0|6395M  963M   71M  524M| 407k  401k|   0   958k|   0  98.2 |3805  6744 |2.16 1.61 1.53|  0   0 2.0|   0     0 |   0     0 | 25  429    0   45   12
Jan 11 20:16:12 ubuntu dstat.sh[90415]: 11-01 20:16:12|  9   1  88   1   0|6395M  963M   71M  524M| 160k  154k|   0   819k|   0  86.9 |2673  4476 |2.16 1.61 1.53|  0   0 1.0|   0     0 |   0     0 | 25  429    0   45   12
Jan 11 20:16:13 ubuntu dstat.sh[90415]: 11-01 20:16:13| 10   3  83   2   0|6395M  963M   71M  524M| 173k  164k|   0  1649k|   0   236 |3644  5571 |1.99 1.59 1.52|  0   0   0|   0     0 |   0     0 | 25  429    0   44   12
Jan 11 20:16:14 ubuntu dstat.sh[90415]: 11-01 20:16:14|  9   2  85   3   0|6395M  963M   71M  524M| 124k  118k|   0   745k|   0  95.1 |3187  5388 |1.99 1.59 1.52|3.0   0   0|   0     0 |   0     0 | 25  430    0   44   12
Jan 11 20:16:15 ubuntu dstat.sh[90415]: 11-01 20:16:15| 11   2  84   2   0|6395M  963M   71M  524M| 127k  113k|  32k  943k|5.00   120 |3552  5909 |1.99 1.59 1.52|  0   0   0|   0     0 |   0     0 | 25  429    0   44   12
Jan 11 20:16:16 ubuntu dstat.sh[90415]: 11-01 20:16:16| 40   6  50   3   0|6396M  962M   71M  524M| 805k  797k|   0  1494k|   0   183 |6944    13k|1.99 1.59 1.52|1.0   0   0|   0     0 |   0     0 | 25  430    0   52   12
Jan 11 20:16:17 ubuntu dstat.sh[90415]: 11-01 20:16:17| 32   6  58   2   0|6398M  959M   71M  525M| 565k  558k|   0  1650k|   0   197 |5488    13k|1.99 1.59 1.52|1.0   0  34|   0     0 |   0     0 | 25  429    0   48   12
Jan 11 20:16:18 ubuntu dstat.sh[90415]: 11-01 20:16:18|  9   1  86   1   0|6398M  959M   71M  525M| 123k  114k|   0   814k|   0  93.7 |2983  5053 |1.83 1.56 1.51|  0   0   0|   0     0 |   0     0 | 25  430    0   48   12
Jan 11 20:16:19 ubuntu dstat.sh[90415]: 11-01 20:16:19| 13   2  80   4   0|6398M  959M   71M  525M| 248k  240k|   0  1183k|   0   148 |3713  6453 |1.83 1.56 1.51|1.0   0   0|   0     0 |   0     0 | 25  429    0   48   12
Jan 11 20:16:20 ubuntu dstat.sh[90415]: 11-01 20:16:20| 10   2  85   2   0|6398M  959M   71M  525M| 193k  179k|   0   592k|   0  67.0 |3066  6218 |1.83 1.56 1.51|1.0   0   0|   0     0 |   0     0 | 25  429    0   48   12
Jan 11 20:16:21 ubuntu dstat.sh[90415]: 11-01 20:16:21| 11   2  84   1   0|6398M  959M   71M  525M| 183k  172k|   0   806k|   0   109 |3342  7068 |1.83 1.56 1.51|1.0   0 2.0|   0     0 |   0     0 | 25  429    0   48   12
Jan 11 20:16:22 ubuntu dstat.sh[90415]: 11-01 20:16:22| 16   2  78   1   0|6398M  958M   71M  526M| 263k  250k|   0   743k|   0  91.9 |4019  8275 |1.83 1.56 1.51|2.0   0   0|   0     0 |   0     0 | 25  431    0   44   12
Jan 11 20:16:23 ubuntu dstat.sh[90415]: 11-01 20:16:23| 30   4  62   3   1|6398M  958M   71M  526M| 499k  492k|   0  1549k|   0   215 |5594    11k|1.76 1.55 1.51|1.0   0   0|   0     0 |   0     0 | 25  430    0   47   12
Jan 11 20:16:24 ubuntu dstat.sh[90415]: 11-01 20:16:24| 32   4  59   4   0|6399M  957M   71M  526M| 503k  494k|   0  2052k|   0   269 |5648    10k|1.76 1.55 1.51|1.0   0   0|   0     0 |   0     0 | 25  431    0   50   12
Jan 11 20:16:25 ubuntu dstat.sh[90415]: 11-01 20:16:25| 28   2  66   2   0|6399M  956M   71M  527M| 477k  470k|  52k 1181k|4.00   146 |3993  7773 |1.76 1.55 1.51|1.0   0   0|   0     0 |   0     0 | 25  431    0   50   12
Jan 11 20:16:26 ubuntu dstat.sh[90415]: 11-01 20:16:26| 32   3  63   2   0|6405M  950M   71M  527M| 621k  614k|   0  1541k|   0   187 |4532  8110 |1.76 1.55 1.51|4.0   0   0|   0     0 |   0     0 | 25  431    0   48   12
Jan 11 20:16:27 ubuntu dstat.sh[90415]: 11-01 20:16:27| 49   5  48   1   0|6407M  948M   71M  527M| 891k  882k|   0  1500k|   0   169 |5342  9497 |1.76 1.55 1.51|3.0   0   0|   0     0 |   0     0 | 25  430    0   49   12
Jan 11 20:16:28 ubuntu dstat.sh[90415]: 11-01 20:16:28| 33   5  61   3   0|6407M  947M   71M  528M| 503k  497k|  48k 1915k|4.00   249 |5462    11k|1.70 1.54 1.51|1.0   0   0|   0     0 |   0     0 | 25  431    0   49   12
Jan 11 20:16:29 ubuntu dstat.sh[90415]: 11-01 20:16:29| 33   4  60   2   0|6401M  953M   71M  528M| 549k  542k|   0  1791k|   0   204 |4609  8079 |1.70 1.54 1.51|2.0   0   0|   0     0 |   0     0 | 25  431    0   50   12
Jan 11 20:16:30 ubuntu dstat.sh[90415]: 11-01 20:16:30| 29   2  65   3   0|6400M  953M   71M  528M| 508k  493k|  28k 1424k|3.00   172 |4468  7514 |1.70 1.54 1.51|1.0 1.0   0|   0     0 |   0     0 | 25  431    0   51   12
Jan 11 20:16:31 ubuntu dstat.sh[90415]: 11-01 20:16:31| 32   3  62   1   0|6401M  952M   71M  528M| 684k  677k|   0  1299k|   0   147 |4311  7478 |1.70 1.54 1.51|1.0   0 2.0|   0     0 |   0     0 | 25  431    0   51   12
Jan 11 20:16:32 ubuntu dstat.sh[90415]: 11-01 20:16:32| 28   2  66   2   0|6402M  951M   71M  529M| 482k  475k| 404k  880k|36.0  84.0 |3703  7390 |1.70 1.54 1.51|1.0   0   0|   0     0 |   0     0 | 25  431    0   56   11
Jan 11 20:16:33 ubuntu dstat.sh[90415]: 11-01 20:16:33| 30   4  61   4   0|6402M  951M   71M  529M| 623k  615k|   0  2072k|   0   277 |5296    11k|2.05 1.62 1.53|1.0   0   0|   0     0 |   0     0 | 25  430    0   57   11
Jan 11 20:16:34 ubuntu dstat.sh[90415]: 11-01 20:16:34| 40   7  43   8   0|6403M  949M   71M  530M| 762k  755k|  16k   11M|3.00   940 |6740    11k|2.05 1.62 1.53|1.0   0  15|   0     0 |   0     0 | 25  430    0   57   11
Jan 11 20:16:35 ubuntu dstat.sh[90415]: 11-01 20:16:35| 35   3  63   1   0|6403M  949M   71M  530M| 550k  542k|   0  1164k|   0   123 |4127  7939 |2.05 1.62 1.53|1.0   0   0|   0     0 |   0     0 | 25  430    0   57   11
Jan 11 20:16:36 ubuntu dstat.sh[90415]: 11-01 20:16:36| 41   4  52   1   0|6405M  947M   71M  530M| 568k  561k|4094B 1239k|1.00  86.0 |4050  6701 |2.05 1.62 1.53|3.0   0  11|   0     0 |   0     0 | 25  430    0   57   11
Jan 11 20:16:37 ubuntu dstat.sh[90415]: 11-01 20:16:37| 41  16  43   1   0|6433M  918M   71M  530M| 296k  290k| 159k 1129k|23.0  91.1 |4935  8928 |2.05 1.62 1.53|4.0   0  56|   0     0 |   0     0 | 26  431    0   57   11
Jan 11 20:16:38 ubuntu dstat.sh[90415]: 11-01 20:16:38| 36  12  47   4   0|6438M  913M   72M  531M| 485k  480k|1127k 1061k|64.8  97.7 |7985    13k|2.28 1.67 1.55|6.0 1.0 6.0|   0     0 |   0     0 | 26  430    0   57   11
Jan 11 20:16:39 ubuntu dstat.sh[90415]: 11-01 20:16:39| 48   6  37   8   0|6473M  877M   72M  531M| 538k  531k|  18M 2334k| 651   267 |8595    17k|2.28 1.67 1.55|3.0   0   0|   0     0 |   0     0 | 26  430    0   59   11
